Selectivity,Tree_Traverse,Alias,Double-Alias
0.0798336776954639,0.009508609771728516,0.0,0.0009996891021728516
0.0798336776954639,0.008512258529663086,0.0009999275207519531,0.0
0.0798336776954639,0.007460832595825195,0.0009999275207519531,0.0009999275207519531
0.0798336776954639,0.00751185417175293,0.00099945068359375,0.0010001659393310547
0.0798336776954639,0.0074846744537353516,0.0010006427764892578,0.0010154247283935547
0.0798336776954639,0.007489681243896484,0.0010085105895996094,0.0009970664978027344
0.0798336776954639,0.008504152297973633,0.0010111331939697266,0.0
0.0798336776954639,0.00799703598022461,0.001504659652709961,0.0010058879852294922
0.0798336776954639,0.007999658584594727,0.0010001659393310547,0.0009999275207519531
0.0798336776954639,0.007306575775146484,0.0010008811950683594,0.0009996891021728516
0.4025167367719332,0.011032342910766602,0.0010001659393310547,0.0
0.4025167367719332,0.01088714599609375,0.0010101795196533203,0.0009953975677490234
0.4025167367719332,0.010508537292480469,0.00099945068359375,0.0
0.4025167367719332,0.010509014129638672,0.0009999275207519531,0.0009999275207519531
0.4025167367719332,0.010508298873901367,0.0009999275207519531,0.0
0.4025167367719332,0.010511159896850586,0.0009999275207519531,0.0
0.4025167367719332,0.010082721710205078,0.0009999275207519531,0.0010004043579101562
0.4025167367719332,0.01050877571105957,0.0009996891021728516,0.0
0.4025167367719332,0.01101994514465332,0.0,0.0015037059783935547
0.4025167367719332,0.010509729385375977,0.001010894775390625,0.0009942054748535156
0.5556790929549034,0.011508941650390625,0.0009999275207519531,0.0
0.5556790929549034,0.011233329772949219,0.0010001659393310547,0.0009999275207519531
0.5556790929549034,0.011512517929077148,0.0010037422180175781,0.0
0.5556790929549034,0.011505842208862305,0.0,0.0015044212341308594
0.5556790929549034,0.011519908905029297,0.0009942054748535156,0.0
0.5556790929549034,0.011342048645019531,0.0010004043579101562,0.0
0.5556790929549034,0.011519193649291992,0.0010004043579101562,0.0
0.5556790929549034,0.011514663696289062,0.0009982585906982422,0.0
0.5556790929549034,0.01150965690612793,0.0010004043579101562,0.0
0.5556790929549034,0.011509418487548828,0.0015058517456054688,0.0
0.6637772030895073,0.011516571044921875,0.001001596450805664,0.0009992122650146484
0.6637772030895073,0.010509014129638672,0.0010001659393310547,0.0009999275207519531
0.6637772030895073,0.012380599975585938,0.0010001659393310547,0.0
0.6637772030895073,0.011512994766235352,0.0015048980712890625,0.0010061264038085938
0.6637772030895073,0.012016773223876953,0.0009999275207519531,0.0009999275207519531
0.6637772030895073,0.01150965690612793,0.0010001659393310547,0.0
0.6637772030895073,0.012509346008300781,0.0009996891021728516,0.0
