Selectivity,Tree_Traverse,Alias,Double-Alias
0.08250935683983851,0.02700209617614746,0.002000570297241211,0.0009999275207519531
0.08250935683983851,0.0255126953125,0.0020008087158203125,0.001999378204345703
0.08250935683983851,0.025000572204589844,0.0020003318786621094,0.0019996166229248047
0.08250935683983851,0.02500009536743164,0.0020003318786621094,0.0010058879852294922
0.08250935683983851,0.027514219284057617,0.0019989013671875,0.0010006427764892578
0.08250935683983851,0.026999711990356445,0.002000570297241211,0.00099945068359375
0.08250935683983851,0.02599930763244629,0.002000570297241211,0.0019998550415039062
0.08250935683983851,0.026523828506469727,0.002000570297241211,0.0009996891021728516
0.08250935683983851,0.02600264549255371,0.0019974708557128906,0.0009996891021728516
0.08250935683983851,0.025999784469604492,0.0020003318786621094,0.001003265380859375
0.7938835634085962,0.035002708435058594,0.0015065670013427734,0.002007007598876953
0.7938835634085962,0.03299999237060547,0.0020003318786621094,0.001999378204345703
0.7938835634085962,0.03300023078918457,0.002003192901611328,0.001996755599975586
0.7938835634085962,0.03252077102661133,0.002000093460083008,0.002000570297241211
0.7938835634085962,0.03299880027770996,0.002001047134399414,0.0019986629486083984
0.7938835634085962,0.03200078010559082,0.002002716064453125,0.001996755599975586
0.7938835634085962,0.03251814842224121,0.002000570297241211,0.0019998550415039062
0.7938835634085962,0.03200054168701172,0.0029997825622558594,0.0010004043579101562
0.7938835634085962,0.032004356384277344,0.003000974655151367,0.0009992122650146484
0.7938835634085962,0.03250837326049805,0.0019998550415039062,0.002000093460083008
0.9583082717507017,0.032000064849853516,0.003000020980834961,0.0009999275207519531
0.9583082717507017,0.03200483322143555,0.002506256103515625,0.002009153366088867
0.9583082717507017,0.032996416091918945,0.003000020980834961,0.0029997825622558594
0.9583082717507017,0.03299999237060547,0.0019998550415039062,0.0020008087158203125
0.9583082717507017,0.03151535987854004,0.003009319305419922,0.0009911060333251953
0.9583082717507017,0.031999826431274414,0.0019996166229248047,0.002000570297241211
0.9583082717507017,0.03199934959411621,0.0020020008087158203,0.0020029544830322266
0.9583082717507017,0.03250861167907715,0.003000020980834961,0.0009999275207519531
0.9583082717507017,0.03399991989135742,0.0019998550415039062,0.0020008087158203125
0.9583082717507017,0.032006025314331055,0.002000093460083008,0.0019998550415039062
0.49190987240292205,0.030511856079101562,0.0019996166229248047,0.0010001659393310547
0.49190987240292205,0.029999971389770508,0.002000093460083008,0.0019998550415039062
0.49190987240292205,0.03000473976135254,0.0019998550415039062,0.0010037422180175781
0.49190987240292205,0.030504941940307617,0.0030002593994140625,0.0009999275207519531
0.49190987240292205,0.031000137329101562,0.0019996166229248047,0.002000093460083008
0.49190987240292205,0.030005216598510742,0.002000093460083008,0.0009999275207519531
0.49190987240292205,0.03151106834411621,0.0019998550415039062,0.002000093460083008
0.49190987240292205,0.034003496170043945,0.0019965171813964844,0.0009999275207519531
0.49190987240292205,0.03052234649658203,0.0020003318786621094,0.001999378204345703
