Selectivity,Alias,Double-Alias
0.8368127932599378,0.0010025501251220703,0.0
0.8368127932599378,0.0,0.0009968280792236328
0.8368127932599378,0.0,0.0
0.8368127932599378,0.0,0.0
0.8368127932599378,0.0,0.001505136489868164
0.8368127932599378,0.0,0.0
0.8368127932599378,0.0010080337524414062,0.0
0.8368127932599378,0.0,0.001004934310913086
0.8368127932599378,0.0,0.0
0.8368127932599378,0.00099945068359375,0.0
0.23334464897869456,0.0,0.0
0.23334464897869456,0.0,0.0010006427764892578
0.23334464897869456,0.0,0.0
0.23334464897869456,0.0,0.0009999275207519531
0.23334464897869456,0.0,0.0
0.23334464897869456,0.0009996891021728516,0.0
0.23334464897869456,0.0,0.0010001659393310547
0.23334464897869456,0.0,0.001001119613647461
0.23334464897869456,0.0,0.0
0.23334464897869456,0.0,0.0009984970092773438
0.04115058984209696,0.0,0.0
0.04115058984209696,0.0,0.0
0.04115058984209696,0.0010004043579101562,0.0
0.04115058984209696,0.0005040168762207031,0.0
0.04115058984209696,0.0,0.0
0.04115058984209696,0.0010058879852294922,0.0
0.04115058984209696,0.0,0.0010044574737548828
0.04115058984209696,0.0,0.0
0.04115058984209696,0.0,0.0009999275207519531
0.04115058984209696,0.0,0.0
0.7035565879261584,0.0,0.0010001659393310547
0.7035565879261584,0.0,0.0
0.7035565879261584,0.0010001659393310547,0.0
0.7035565879261584,0.0,0.0
0.7035565879261584,0.0010001659393310547,0.0
0.7035565879261584,0.0,0.0
0.7035565879261584,0.0,0.0
0.7035565879261584,0.0015039443969726562,0.0
0.7035565879261584,0.0,0.0
0.7035565879261584,0.001004934310913086,0.0
0.5219739711907282,0.0,0.0009999275207519531
0.5219739711907282,0.0,0.0
0.5219739711907282,0.0005042552947998047,0.0
0.5219739711907282,0.0,0.0
0.5219739711907282,0.001004934310913086,0.0
0.5219739711907282,0.0,0.0
0.5219739711907282,0.0010042190551757812,0.0
0.5219739711907282,0.0,0.0
0.5219739711907282,0.0009999275207519531,0.0
0.5219739711907282,0.0,0.0010001659393310547
0.6292256298610587,0.0,0.0
0.6292256298610587,0.0,0.0010004043579101562
0.6292256298610587,0.0,0.0
0.6292256298610587,0.0009999275207519531,0.0
0.6292256298610587,0.0,0.0
0.6292256298610587,0.0009996891021728516,0.0
0.6292256298610587,0.0,0.0009999275207519531
0.6292256298610587,0.0,0.0
0.6292256298610587,0.0,0.0010001659393310547
0.6292256298610587,0.0,0.0005037784576416016
0.3924932790212682,0.0,0.0
0.3924932790212682,0.0010046958923339844,0.0
0.3924932790212682,0.0,0.0
0.3924932790212682,0.0010046958923339844,0.0
0.3924932790212682,0.0,0.0
0.3924932790212682,0.0009999275207519531,0.0
0.3924932790212682,0.0,0.0
0.3924932790212682,0.0,0.0
0.3924932790212682,0.0,0.0009999275207519531
0.3924932790212682,0.0,0.0
0.0030933497469700644,0.0,0.0010001659393310547
0.0030933497469700644,0.0,0.0
0.0030933497469700644,0.0,0.0009999275207519531
0.0030933497469700644,0.0,0.0
0.0030933497469700644,0.0,0.0009999275207519531
0.0030933497469700644,0.0,0.0
0.0030933497469700644,0.0,0.0
0.0030933497469700644,0.0,0.0015048980712890625
0.0030933497469700644,0.0,0.0
0.0030933497469700644,0.0,0.001005411148071289
0.15515169381104688,0.0,0.0
0.15515169381104688,0.0009999275207519531,0.0
0.15515169381104688,0.0,0.0
0.15515169381104688,0.0010042190551757812,0.0
0.15515169381104688,0.0,0.0009999275207519531
0.15515169381104688,0.0,0.0
0.15515169381104688,0.0010001659393310547,0.0
0.15515169381104688,0.0,0.0
0.15515169381104688,0.0010001659393310547,0.0
0.15515169381104688,0.0,0.0
0.9244773780418404,0.0010001659393310547,0.0
0.9244773780418404,0.0,0.0009999275207519531
0.9244773780418404,0.0,0.0
0.9244773780418404,0.0,0.0009999275207519531
0.9244773780418404,0.0,0.0
0.9244773780418404,0.0,0.0009996891021728516
0.9244773780418404,0.0,0.0005176067352294922
0.9244773780418404,0.0,0.0
0.9244773780418404,0.0010073184967041016,0.0
0.9244773780418404,0.0,0.0010044574737548828
0.08058480894120112,0.0,0.0
0.08058480894120112,0.00099945068359375,0.0
0.08058480894120112,0.0,0.0009999275207519531
0.08058480894120112,0.0,0.0
0.08058480894120112,0.0010190010070800781,0.0
0.08058480894120112,0.0,0.0009810924530029297
0.08058480894120112,0.0,0.0
0.08058480894120112,0.0,0.0010001659393310547
0.08058480894120112,0.0,0.0
0.08058480894120112,0.0009996891021728516,0.0
0.7832094491865852,0.0,0.0
0.7832094491865852,0.0,0.0
0.7832094491865852,0.0015039443969726562,0.0
0.7832094491865852,0.0004482269287109375,0.0005571842193603516
0.7832094491865852,0.0,0.0
0.7832094491865852,0.0,0.0009999275207519531
0.7832094491865852,0.0,0.0
0.7832094491865852,0.0,0.0010042190551757812
0.7832094491865852,0.0,0.0
0.7832094491865852,0.0,0.0010001659393310547
0.4147013355326521,0.0,0.0
0.4147013355326521,0.0,0.0009996891021728516
0.4147013355326521,0.0,0.0
0.4147013355326521,0.0010004043579101562,0.0
0.4147013355326521,0.0,0.0
0.4147013355326521,0.0009996891021728516,0.0
0.4147013355326521,0.0,0.0
0.4147013355326521,0.0010001659393310547,0.0
0.4147013355326521,0.0,0.0009996891021728516
0.4147013355326521,0.0,0.0
0.7602386763741729,0.0,0.0
0.7602386763741729,0.0010001659393310547,0.0
0.7602386763741729,0.0,0.0
0.7602386763741729,0.0,0.0
0.7602386763741729,0.0,0.0
0.7602386763741729,0.0,0.0
0.7602386763741729,0.0,0.0
0.7602386763741729,0.0,0.0
0.7602386763741729,0.0,0.000997781753540039
0.7602386763741729,0.0,0.0
0.622944912582947,0.0,0.0009970664978027344
0.622944912582947,0.0,0.0
0.622944912582947,0.0009992122650146484,0.0
0.622944912582947,0.0,0.0
0.622944912582947,0.0010001659393310547,0.0
0.622944912582947,0.0,0.0010004043579101562
0.622944912582947,0.0,0.0010008811950683594
0.622944912582947,0.0,0.0
0.622944912582947,0.0009987354278564453,0.0
0.622944912582947,0.0,0.0
0.36967910477624444,0.0,0.0013301372528076172
0.36967910477624444,0.0,0.0
0.36967910477624444,0.0,0.0009992122650146484
0.36967910477624444,0.0,0.0
0.36967910477624444,0.0,0.0010001659393310547
0.36967910477624444,0.0,0.0
0.36967910477624444,0.0009999275207519531,0.0
0.36967910477624444,0.0,0.0010004043579101562
0.36967910477624444,0.0,0.0
0.36967910477624444,0.0010023117065429688,0.0
0.9316858093448712,0.0,0.0009970664978027344
0.9316858093448712,0.0,0.0
0.9316858093448712,0.0,0.0010001659393310547
0.9316858093448712,0.0,0.0
0.9316858093448712,0.0,0.0
0.9316858093448712,0.0015037059783935547,0.0
0.9316858093448712,0.0,0.0
0.9316858093448712,0.0010056495666503906,0.0
0.9316858093448712,0.0,0.0010046958923339844
0.9316858093448712,0.0,0.0
0.22378904742828065,0.0,0.0
0.22378904742828065,0.0,0.0
0.22378904742828065,0.0010001659393310547,0.0
0.22378904742828065,0.0,0.0
0.22378904742828065,0.0009996891021728516,0.0
0.22378904742828065,0.0,0.0
0.22378904742828065,0.0010001659393310547,0.0
0.22378904742828065,0.0,0.0
0.22378904742828065,0.001003265380859375,0.0
0.22378904742828065,0.0,0.0009989738464355469
0.653112395033349,0.0,0.0
0.653112395033349,0.0,0.0009989738464355469
0.653112395033349,0.0,0.0
0.653112395033349,0.0,0.0010006427764892578
0.653112395033349,0.0,0.0
0.653112395033349,0.0,0.0
0.653112395033349,0.0010073184967041016,0.0
0.653112395033349,0.0,0.0
0.653112395033349,0.001007080078125,0.0
0.653112395033349,0.0,0.0009992122650146484
0.4000512687716463,0.0,0.0
0.4000512687716463,0.0,0.0009984970092773438
0.4000512687716463,0.0,0.0
0.4000512687716463,0.0,0.0009999275207519531
0.4000512687716463,0.0,0.0
0.4000512687716463,0.0,0.0009996891021728516
0.4000512687716463,0.0,0.0
